datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
03/01/2011 22:00,1,0,1,1,-1.42,-6,69,9,20
03/01/2011 23:00,1,0,1,1,0.46,-2,55,7,12
04/01/2011 00:00,1,0,1,1,-0.48,-4,55,7,5
04/01/2011 01:00,1,0,1,1,-0.48,-4,59,7,2
04/01/2011 02:00,1,0,1,1,-1.42,-6,63,9,1
04/01/2011 04:00,1,0,1,1,-1.42,-4,63,6,2
04/01/2011 05:00,1,0,1,1,-2.36,-6,68,7,4
04/01/2011 06:00,1,0,1,1,-2.36,-6,74,7,36
04/01/2011 07:00,1,0,1,1,-2.36,-6,74,9,94
04/01/2011 08:00,1,0,1,1,-1.42,-6,69,11,179
04/01/2011 09:00,1,0,1,1,-0.48,-6,64,15,100
04/01/2011 10:00,1,0,1,2,-0.48,-7,69,22,42
04/01/2011 11:00,1,0,1,1,2.34,-2,51,20,57
04/01/2011 12:00,1,0,1,1,2.34,-1,51,11,78
04/01/2011 13:00,1,0,1,1,3.28,-1,56,13,97
04/01/2011 14:00,1,0,1,1,4.22,1,52,15,63
04/01/2011 15:00,1,0,1,1,5.16,2,52,17,65
04/01/2011 16:00,1,0,1,1,6.1,3,49,17,83
04/01/2011 17:00,1,0,1,1,5.16,2,48,15,212
04/01/2011 18:00,1,0,1,1,4.22,1,48,13,182
04/01/2011 19:00,1,0,1,1,3.28,1,48,7,112
04/01/2011 20:00,1,0,1,1,3.28,1,48,7,54
04/01/2011 21:00,1,0,1,1,2.34,2,64,0,48
04/01/2011 22:00,1,0,1,1,2.34,1,64,6,35
04/01/2011 23:00,1,0,1,1,1.4,-1,69,6,11
05/01/2011 00:00,1,0,1,1,1.4,1,64,0,6
05/01/2011 01:00,1,0,1,1,-0.48,-3,,6,6
05/01/2011 02:00,1,0,1,1,-0.48,-3,74,6,2
05/01/2011 04:00,1,0,1,1,3.28,-1,48,15,2
05/01/2011 05:00,1,0,1,1,2.34,-1,47,11,3
05/01/2011 06:00,1,0,1,1,1.4,-3,47,15,33
05/01/2011 07:00,1,0,1,1,0.46,-4,43,13,88
05/01/2011 08:00,1,0,1,1,1.4,-4,40,20,195
05/01/2011 09:00,1,0,1,1,2.34,-3,37,22,115
05/01/2011 10:00,1,0,1,1,2.34,-3,37,22,57
05/01/2011 11:00,1,0,1,1,4.22,-1,33,22,46
05/01/2011 12:00,1,0,1,1,4.22,-1,33,22,79
05/01/2011 13:00,1,0,1,1,5.16,1,30,20,71
05/01/2011 14:00,1,0,1,1,6.1,3,28,13,62
05/01/2011 15:00,1,0,1,1,6.1,3,28,13,62
05/01/2011 16:00,1,0,1,1,6.1,5,28,6,89
05/01/2011 17:00,1,0,1,1,3.28,-1,38,13,190
05/01/2011 18:00,1,0,1,1,3.28,0,38,9,169
05/01/2011 19:00,1,0,1,1,3.28,1,38,7,132
05/01/2011 20:00,1,0,1,1,2.34,-1,47,11,89
05/01/2011 21:00,1,0,1,1,1.4,-3,51,13,43
05/01/2011 22:00,1,0,1,1,0.46,-3,55,9,42
05/01/2011 23:00,1,0,1,1,1.4,1,47,0,19
06/01/2011 00:00,1,0,1,1,0.46,0,55,0,11
06/01/2011 01:00,1,0,1,1,-0.48,-1,64,0,4
06/01/2011 02:00,1,0,1,1,-0.48,-1,64,0,2
06/01/2011 04:00,1,0,1,2,-0.48,-3,64,6,1
06/01/2011 05:00,1,0,1,2,-1.42,-4,69,6,4
06/01/2011 06:00,1,0,1,2,-1.42,-5,63,7,36
06/01/2011 07:00,1,0,1,2,-0.48,-1,59,0,95
06/01/2011 08:00,1,0,1,1,-0.48,-1,59,0,219
06/01/2011 09:00,1,0,1,2,0.46,0,51,0,122
06/01/2011 10:00,1,0,1,1,1.4,1,47,0,45
06/01/2011 11:00,1,0,1,1,2.34,1,44,6,59
06/01/2011 12:00,1,0,1,1,4.22,3,35,0,84
06/01/2011 13:00,1,0,1,1,4.22,2,35,7,67
06/01/2011 14:00,1,0,1,1,5.16,2,36,11,70
06/01/2011 15:00,1,0,1,1,5.16,2,36,0,62
06/01/2011 16:00,1,0,1,1,4.22,1,38,11,86
06/01/2011 17:00,1,0,1,1,2.34,-1,51,11,172
06/01/2011 18:00,1,0,1,1,2.34,-1,51,9,163
06/01/2011 19:00,1,0,1,1,2.34,1,55,6,112
06/01/2011 20:00,1,0,1,1,1.4,-2,51,11,69
06/01/2011 21:00,1,0,1,2,2.34,-2,55,15,48
06/01/2011 22:00,1,0,1,2,2.34,-2,51,19,52
06/01/2011 23:00,1,0,1,2,1.4,-3,59,13,23
07/01/2011 00:00,1,0,1,2,1.4,-3,64,13,17
07/01/2011 01:00,1,0,1,2,1.4,-3,69,15,7
07/01/2011 02:00,1,0,1,2,1.4,-3,69,15,1
07/01/2011 04:00,1,0,1,2,1.4,-2,69,9,1
07/01/2011 05:00,1,0,1,3,2.34,2,55,0,5
07/01/2011 06:00,1,0,1,2,1.4,1,69,0,34
07/01/2011 07:00,1,0,1,1,1.4,-2,69,9,84
07/01/2011 08:00,1,0,1,1,1.4,-3,51,17,210
07/01/2011 09:00,1,0,1,1,1.4,-4,47,20,134
07/01/2011 10:00,1,0,1,1,2.34,-3,37,22,63
07/01/2011 11:00,1,0,1,2,1.4,-3,40,15,67
07/01/2011 12:00,1,0,1,2,1.4,-3,37,17,59
07/01/2011 13:00,1,0,1,2,1.4,-4,37,19,73
07/01/2011 14:00,1,0,1,2,1.4,-3,40,17,50
07/01/2011 15:00,1,0,1,2,1.4,-2,37,11,72
07/01/2011 16:00,1,0,1,2,1.4,-2,37,11,87
07/01/2011 17:00,1,0,1,2,1.4,1,37,0,187
07/01/2011 18:00,1,0,1,1,1.4,-1,40,6,123
07/01/2011 19:00,1,0,1,1,-0.48,-3,55,6,95
07/01/2011 20:00,1,0,1,1,0.46,-2,47,7,51
07/01/2011 21:00,1,0,1,1,0.46,-3,47,9,39
07/01/2011 22:00,1,0,1,2,0.46,-3,43,11,36
07/01/2011 23:00,1,0,1,2,0.46,-3,51,11,15
08/01/2011 00:00,1,0,0,2,0.46,-3,51,11,25
08/01/2011 01:00,1,0,0,2,0.46,-2,55,6,16
08/01/2011 02:00,1,0,0,2,0.46,0,55,0,16
08/01/2011 03:00,1,0,0,3,0.46,-3,55,11,7
08/01/2011 04:00,1,0,0,3,0.46,-3,55,11,1
08/01/2011 05:00,1,0,0,2,-0.48,-5,,11,5
08/01/2011 06:00,1,0,0,2,-0.48,-5,74,11,2
08/01/2011 07:00,1,0,0,2,-0.48,-4,74,7,9
08/01/2011 08:00,1,0,0,3,-0.48,-4,93,7,15
08/01/2011 09:00,1,0,0,3,-0.48,-4,93,7,20
08/01/2011 10:00,1,0,0,2,0.46,-3,80,11,61
08/01/2011 11:00,1,0,0,2,1.4,-4,69,26,62
08/01/2011 12:00,1,0,0,2,1.4,-4,59,24,98
08/01/2011 13:00,1,0,0,1,1.4,-4,44,22,102
08/01/2011 14:00,1,0,0,1,1.4,-5,32,33,95
08/01/2011 15:00,1,0,0,1,1.4,-5,32,30,74
08/01/2011 16:00,1,0,0,1,0.46,-7,29,30,76
08/01/2011 17:00,1,0,0,1,-0.48,-8,37,37,69
08/01/2011 18:00,1,0,0,1,-1.42,-8,39,20,55
08/01/2011 19:00,1,0,0,1,-1.42,-8,36,17,30
08/01/2011 20:00,1,0,0,1,-2.36,-8,36,17,28
08/01/2011 21:00,1,0,0,1,-2.36,-9,39,24,37
08/01/2011 22:00,1,0,0,1,-2.36,-9,36,26,34
08/01/2011 23:00,1,0,0,1,-3.3,-12,39,30,22
09/01/2011 00:00,1,0,0,1,-3.3,-11,42,26,25
09/01/2011 01:00,1,0,0,1,-3.3,-12,42,31,12
09/01/2011 02:00,1,0,0,1,-3.3,-12,46,31,11
09/01/2011 03:00,1,0,0,1,-3.3,-11,46,28,4
09/01/2011 04:00,1,0,0,1,-4.24,-10,53,13,1
09/01/2011 05:00,1,0,0,1,-4.24,-10,53,13,1
09/01/2011 06:00,1,0,0,1,-3.3,-10,49,19,1
09/01/2011 07:00,1,0,0,1,-4.24,-10,53,13,6
09/01/2011 08:00,1,0,0,1,-3.3,-10,49,19,10
09/01/2011 09:00,1,0,0,1,-2.36,-11,46,35,19
09/01/2011 10:00,1,0,0,1,-1.42,-9,43,26,49
09/01/2011 11:00,1,0,0,1,-0.48,-8,40,35,49
09/01/2011 12:00,1,0,0,1,0.46,-7,37,30,83
09/01/2011 13:00,1,0,0,1,1.4,-5,34,30,75
09/01/2011 14:00,1,0,0,1,2.34,-4,32,31,72
09/01/2011 15:00,1,0,0,1,2.34,-3,35,24,82
09/01/2011 16:00,1,0,0,1,1.4,-5,34,30,92
09/01/2011 17:00,1,0,0,1,0.46,-6,37,26,62
09/01/2011 18:00,1,0,0,1,-0.48,-7,40,22,48
09/01/2011 19:00,1,0,0,1,-0.48,-7,43,22,41
09/01/2011 20:00,1,0,0,1,-1.42,-8,46,17,38
09/01/2011 21:00,1,0,0,1,-1.42,-9,46,28,20
09/01/2011 22:00,1,0,0,1,-1.42,-8,46,20,15
09/01/2011 23:00,1,0,0,1,-2.36,-7,50,13,6
10/01/2011 00:00,1,0,1,1,-2.36,-8,50,19,5
10/01/2011 01:00,1,0,1,1,-2.36,-8,50,19,1
10/01/2011 02:00,1,0,1,1,-2.36,-8,50,15,3
10/01/2011 03:00,1,0,1,1,-2.36,-8,50,15,1
10/01/2011 04:00,1,0,1,1,-3.3,-8,54,9,3
10/01/2011 05:00,1,0,1,1,-3.3,-9,54,17,3
10/01/2011 06:00,1,0,1,1,-2.36,-8,50,19,31
10/01/2011 07:00,1,0,1,1,-2.36,-8,50,15,77
10/01/2011 08:00,1,0,1,2,-2.36,-8,50,19,188
10/01/2011 09:00,1,0,1,2,-1.42,-8,50,17,94
10/01/2011 10:00,1,0,1,2,-1.42,-8,50,20,31
10/01/2011 11:00,1,0,1,2,-0.48,-7,47,19,30
10/01/2011 12:00,1,0,1,2,1.4,-4,40,19,52
10/01/2011 13:00,1,0,1,2,1.4,-4,40,19,54
10/01/2011 14:00,1,0,1,2,1.4,-3,40,15,47
10/01/2011 15:00,1,0,1,2,1.4,-3,40,15,45
10/01/2011 16:00,1,0,1,1,1.4,-2,40,9,74
10/01/2011 17:00,1,0,1,1,1.4,-1,40,7,178
10/01/2011 18:00,1,0,1,1,1.4,-3,40,15,155
10/01/2011 19:00,1,0,1,1,-0.48,-5,47,11,95
10/01/2011 20:00,1,0,1,1,-0.48,-5,50,11,74
10/01/2011 21:00,1,0,1,1,-1.42,-7,59,13,38
10/01/2011 22:00,1,0,1,1,-1.42,-6,59,11,24
10/01/2011 23:00,1,0,1,1,-1.42,-6,59,11,18
11/01/2011 00:00,1,0,1,1,-1.42,-5,59,7,12
11/01/2011 01:00,1,0,1,1,-1.42,-6,59,11,3
11/01/2011 02:00,1,0,1,2,-0.48,-6,55,13,3
11/01/2011 05:00,1,0,1,2,-0.48,-4,55,9,6
11/01/2011 06:00,1,0,1,2,-0.48,-4,55,9,27
11/01/2011 07:00,1,0,1,2,-0.48,-1,55,0,99
11/01/2011 08:00,1,0,1,2,0.46,-2,51,6,217
11/01/2011 09:00,1,0,1,2,0.46,-3,51,11,130
11/01/2011 10:00,1,0,1,2,1.4,-2,51,11,54
11/01/2011 11:00,1,0,1,2,1.4,-2,47,9,35
11/01/2011 12:00,1,0,1,2,1.4,-1,51,7,57
11/01/2011 13:00,1,0,1,2,1.4,-1,59,6,52
11/01/2011 14:00,1,0,1,2,1.4,-1,59,6,63
11/01/2011 15:00,1,0,1,2,-0.48,-3,80,6,47
11/01/2011 16:00,1,0,1,2,-0.48,-6,86,15,76
11/01/2011 17:00,1,0,1,2,-0.48,-6,86,15,136
11/01/2011 18:00,1,0,1,3,-0.48,-4,93,7,95
11/01/2011 19:00,1,0,1,3,-0.48,-1,93,0,51
11/01/2011 20:00,1,0,1,3,-0.48,-6,93,13,32
11/01/2011 21:00,1,0,1,3,-0.48,-3,86,6,20
11/01/2011 22:00,1,0,1,3,-0.48,-4,93,7,29
11/01/2011 23:00,1,0,1,3,-0.48,-3,93,6,19
12/01/2011 00:00,1,0,1,2,-0.48,-3,86,6,7
12/01/2011 01:00,1,0,1,2,-0.48,-4,86,7,6
12/01/2011 02:00,1,0,1,1,-1.42,-6,86,9,1
12/01/2011 05:00,1,0,1,1,-1.42,-6,86,11,5
12/01/2011 06:00,1,0,1,1,-2.36,-6,93,9,16
12/01/2011 07:00,1,0,1,1,-1.42,-6,69,9,54
12/01/2011 08:00,1,0,1,1,-0.48,-5,59,11,128
12/01/2011 09:00,1,0,1,1,-0.48,-7,59,22,81
12/01/2011 10:00,1,0,1,1,0.46,-4,55,15,39
12/01/2011 11:00,1,0,1,1,1.4,-4,51,26,35
12/01/2011 12:00,1,0,1,1,1.4,-6,47,39,55
12/01/2011 13:00,1,0,1,1,2.34,-3,44,24,49
12/01/2011 14:00,1,0,1,1,1.4,-4,47,22,44
12/01/2011 15:00,1,0,1,1,1.4,-5,47,28,49
12/01/2011 16:00,1,0,1,1,2.34,-3,44,22,68
12/01/2011 17:00,1,0,1,1,1.4,-4,47,24,139
12/01/2011 18:00,1,0,1,1,1.4,-6,47,35,137
12/01/2011 19:00,1,0,1,1,0.46,-6,47,28,83
12/01/2011 20:00,1,0,1,1,-0.48,-7,50,22,56
12/01/2011 21:00,1,0,1,1,-0.48,-7,55,22,57
12/01/2011 22:00,1,0,1,1,-0.48,-8,55,30,33
12/01/2011 23:00,1,0,1,1,-1.42,-9,59,28,20
13/01/2011 00:00,1,0,1,1,-1.42,-8,59,19,7
13/01/2011 01:00,1,0,1,1,-1.42,-8,50,19,2
13/01/2011 02:00,1,0,1,1,-1.42,-8,50,24,2
13/01/2011 03:00,1,0,1,1,-1.42,-8,50,22,3
13/01/2011 04:00,1,0,1,1,-1.42,-8,50,17,4
13/01/2011 05:00,1,0,1,1,-1.42,-8,50,20,3
13/01/2011 06:00,1,0,1,1,-2.36,-6,54,9,28
13/01/2011 07:00,1,0,1,1,-2.36,-6,54,9,72
13/01/2011 08:00,1,0,1,1,-1.42,-7,50,13,202
13/01/2011 09:00,1,0,1,1,-1.42,-8,50,22,139
13/01/2011 10:00,1,0,1,2,-0.48,-7,50,24,38
13/01/2011 11:00,1,0,1,2,1.4,-5,44,30,37
13/01/2011 12:00,1,0,1,1,1.4,-5,44,28,52
13/01/2011 13:00,1,0,1,1,2.34,-3,41,30,83
13/01/2011 14:00,1,0,1,1,2.34,-3,41,26,42
13/01/2011 15:00,1,0,1,1,3.28,-2,38,20,60
13/01/2011 16:00,1,0,1,1,3.28,-2,38,24,78
13/01/2011 17:00,1,0,1,1,1.4,-4,40,19,162
13/01/2011 18:00,1,0,1,1,1.4,-4,40,22,144
13/01/2011 19:00,1,0,1,1,-0.48,-6,47,17,99
13/01/2011 20:00,1,0,1,1,-0.48,-6,47,15,64
13/01/2011 21:00,1,0,1,1,-1.42,-8,46,20,40
13/01/2011 22:00,1,0,1,1,-1.42,-8,46,22,30
13/01/2011 23:00,1,0,1,1,-2.36,-7,50,13,15
14/01/2011 00:00,1,0,1,1,-2.36,-7,50,13,14
14/01/2011 01:00,1,0,1,1,-3.3,-8,54,11,5
14/01/2011 02:00,1,0,1,1,-3.3,-8,54,9,1
14/01/2011 03:00,1,0,1,1,-3.3,-7,54,7,1
14/01/2011 05:00,1,0,1,1,-3.3,-7,54,6,8
14/01/2011 06:00,1,0,1,1,-3.3,-4,54,0,17
14/01/2011 07:00,1,0,1,1,-3.3,-8,74,11,70
14/01/2011 08:00,1,0,1,1,-2.36,-5,68,0,158
14/01/2011 09:00,1,0,1,1,-1.42,-6,69,9,117
14/01/2011 10:00,1,0,1,1,0.46,-4,55,13,44
14/01/2011 11:00,1,0,1,1,0.46,-5,51,19,53
14/01/2011 12:00,1,0,1,1,1.4,-3,44,17,61
14/01/2011 13:00,1,0,1,1,2.34,-3,37,26,77
14/01/2011 14:00,1,0,1,1,2.34,-2,41,19,64
14/01/2011 15:00,1,0,1,1,3.28,0,38,11,68
14/01/2011 16:00,1,0,1,1,2.34,0,41,7,90
14/01/2011 17:00,1,0,1,1,2.34,-1,41,11,159
14/01/2011 18:00,1,0,1,1,1.4,1,47,0,139
14/01/2011 19:00,1,0,1,1,-0.48,-3,59,6,92
14/01/2011 20:00,1,0,1,1,0.46,0,59,0,68
14/01/2011 21:00,1,0,1,1,-0.48,-1,69,0,52
14/01/2011 22:00,1,0,1,2,-0.48,-1,69,0,36
14/01/2011 23:00,1,0,1,2,0.46,0,55,0,27
15/01/2011 00:00,1,0,0,1,0.46,0,55,0,28
15/01/2011 01:00,1,0,0,2,-0.48,-3,59,6,20
15/01/2011 02:00,1,0,0,2,-0.48,-3,59,6,12
15/01/2011 03:00,1,0,0,2,-0.48,-1,59,0,8
15/01/2011 04:00,1,0,0,2,-0.48,-1,59,0,5
15/01/2011 05:00,1,0,0,1,-0.48,-1,59,0,1
15/01/2011 06:00,1,0,0,1,-1.42,-5,63,7,3
15/01/2011 07:00,1,0,0,1,-1.42,-2,63,0,10
15/01/2011 08:00,1,0,0,1,-1.42,-6,63,9,23
15/01/2011 09:00,1,0,0,1,-0.48,-4,64,9,33
15/01/2011 10:00,1,0,0,1,0.46,-3,59,11,59
15/01/2011 11:00,1,0,0,1,1.4,-3,55,15,72
15/01/2011 12:00,1,0,0,1,3.28,-1,48,15,89
15/01/2011 13:00,1,0,0,1,5.16,1,38,20,101
15/01/2011 14:00,1,0,0,1,6.1,3,39,19,118
15/01/2011 15:00,1,0,0,2,7.04,5,36,13,129
15/01/2011 16:00,1,0,0,2,7.98,6,34,13,128
15/01/2011 17:00,1,0,0,2,7.04,4,36,19,83
15/01/2011 18:00,1,0,0,2,6.1,3,45,17,84
15/01/2011 19:00,1,0,0,2,7.04,4,39,17,74
15/01/2011 20:00,1,0,0,2,7.04,4,39,17,41
15/01/2011 21:00,1,0,0,2,7.04,4,39,15,57
15/01/2011 22:00,1,0,0,2,6.1,5,42,7,26
15/01/2011 23:00,1,0,0,1,6.1,3,45,19,44
16/01/2011 00:00,1,0,0,1,4.22,4,56,0,39
16/01/2011 01:00,1,0,0,1,4.22,2,56,9,23
16/01/2011 02:00,1,0,0,1,4.22,3,56,6,16
16/01/2011 03:00,1,0,0,1,2.34,2,69,0,15
16/01/2011 04:00,1,0,0,1,4.22,1,56,11,1
16/01/2011 05:00,1,0,0,2,4.22,1,56,11,2
16/01/2011 06:00,1,0,0,2,4.22,1,56,11,1
16/01/2011 07:00,1,0,0,2,3.28,-2,56,20,3
16/01/2011 08:00,1,0,0,1,2.34,-2,55,19,18
16/01/2011 09:00,1,0,0,1,2.34,-2,51,17,32
16/01/2011 10:00,1,0,0,1,2.34,-2,51,19,79
16/01/2011 11:00,1,0,0,1,3.28,-1,44,17,93
16/01/2011 12:00,1,0,0,1,3.28,-2,41,19,104
16/01/2011 13:00,1,0,0,1,4.22,-1,35,20,118
16/01/2011 14:00,1,0,0,1,5.16,2,36,17,91
16/01/2011 15:00,1,0,0,1,4.22,0,38,17,113
16/01/2011 16:00,1,0,0,1,3.28,-1,38,15,99
16/01/2011 17:00,1,0,0,1,2.34,-2,37,17,105
16/01/2011 18:00,1,0,0,1,1.4,-2,40,11,67
16/01/2011 19:00,1,0,0,1,0.46,-3,47,9,61
16/01/2011 20:00,1,0,0,1,0.46,-3,47,11,57
16/01/2011 21:00,1,0,0,1,0.46,-3,51,11,28
16/01/2011 22:00,1,0,0,2,1.4,-2,49,9,21
16/01/2011 23:00,1,0,0,2,1.4,-1,40,7,18
17/01/2011 00:00,1,1,0,2,1.4,-3,47,15,17
17/01/2011 01:00,1,1,0,2,1.4,-3,44,13,16
17/01/2011 02:00,1,1,0,2,0.46,-5,43,17,8
17/01/2011 03:00,1,1,0,2,0.46,-4,43,13,2
17/01/2011 04:00,1,1,0,2,0.46,-3,43,9,3
17/01/2011 05:00,1,1,0,2,0.46,-3,43,11,1
17/01/2011 06:00,1,1,0,2,0.46,-4,43,13,5
17/01/2011 07:00,1,1,0,2,-0.48,-4,50,9,13
17/01/2011 08:00,1,1,0,2,-0.48,-6,47,15,33
17/01/2011 09:00,1,1,0,2,-0.48,-6,47,15,47
17/01/2011 10:00,1,1,0,2,-0.48,-6,50,17,57
17/01/2011 11:00,1,1,0,2,-0.48,-6,55,13,64
17/01/2011 12:00,1,1,0,2,0.46,-3,47,9,80
17/01/2011 13:00,1,1,0,2,0.46,-3,47,9,93
17/01/2011 14:00,1,1,0,2,0.46,-2,43,7,86
17/01/2011 15:00,1,1,0,2,1.4,-2,47,11,93
17/01/2011 16:00,1,1,0,2,1.4,-2,47,11,82
17/01/2011 17:00,1,1,0,1,1.4,-3,51,13,71
17/01/2011 18:00,1,1,0,2,0.46,-5,55,17,92
17/01/2011 19:00,1,1,0,3,0.46,-4,59,13,60
17/01/2011 20:00,1,1,0,3,-0.48,-6,80,13,33
17/01/2011 21:00,1,1,0,3,-0.48,-6,80,13,27
17/01/2011 22:00,1,1,0,3,-1.42,-8,93,17,13
17/01/2011 23:00,1,1,0,3,-0.48,-7,86,19,4
18/01/2011 12:00,1,0,1,2,1.4,-4,86,22,3
18/01/2011 13:00,1,0,1,2,1.4,-3,86,15,22
18/01/2011 14:00,1,0,1,2,2.34,-1,80,11,28
18/01/2011 15:00,1,0,1,2,2.34,-1,87,11,35
18/01/2011 16:00,1,0,1,2,2.34,-1,87,13,61
18/01/2011 17:00,1,0,1,2,2.34,-1,82,13,125
18/01/2011 18:00,1,0,1,2,2.34,-1,80,11,133
18/01/2011 19:00,1,0,1,2,2.34,-1,80,9,99
18/01/2011 20:00,1,0,1,2,2.34,2,87,0,83
18/01/2011 21:00,1,0,1,2,2.34,0,93,7,41
18/01/2011 22:00,1,0,1,2,2.34,1,93,6,33
18/01/2011 23:00,1,0,1,2,2.34,2,93,0,20
19/01/2011 00:00,1,0,1,2,2.34,2,93,0,3
19/01/2011 01:00,1,0,1,3,2.34,-1,93,9,7
19/01/2011 02:00,1,0,1,3,2.34,-1,93,9,3
19/01/2011 04:00,1,0,1,3,2.34,-1,93,9,2
19/01/2011 05:00,1,0,1,2,2.34,1,93,6,7
19/01/2011 06:00,1,0,1,2,2.34,1,93,6,32
19/01/2011 07:00,1,0,1,2,3.28,1,92,7,90
19/01/2011 08:00,1,0,1,2,3.28,1,93,7,197
19/01/2011 09:00,1,0,1,2,3.28,1,93,7,109
19/01/2011 10:00,1,0,1,2,4.22,2,93,9,47
19/01/2011 11:00,1,0,1,2,5.16,4,87,6,52
19/01/2011 12:00,1,0,1,2,6.1,5,81,6,70
19/01/2011 13:00,1,0,1,1,10.8,11,62,19,78
19/01/2011 14:00,1,0,1,1,10.8,11,58,17,75
19/01/2011 15:00,1,0,1,1,10.8,11,54,19,82
19/01/2011 16:00,1,0,1,1,9.86,10,58,26,104
19/01/2011 17:00,1,0,1,1,8.92,6,57,22,197
19/01/2011 18:00,1,0,1,1,7.98,5,61,19,161
19/01/2011 19:00,1,0,1,1,7.04,3,57,28,112
19/01/2011 20:00,1,0,1,1,7.04,4,49,20,76
19/01/2011 21:00,1,0,1,1,7.04,3,49,28,59
19/01/2011 22:00,1,0,1,1,6.1,4,52,11,59
19/01/2011 23:00,1,0,1,1,6.1,2,52,31,28
20/01/2011 00:00,1,0,1,1,4.22,-1,56,26,13
20/01/2011 01:00,1,0,1,1,4.22,2,56,0,5
20/01/2011 02:00,1,0,1,1,4.22,2,56,0,2
20/01/2011 03:00,1,0,1,1,4.22,1,56,11,1
